transcript,Gene Ontology IDs
TRINITY_GG_10904_c3_g1_i1.p2,GO:0003723; GO:0003729; GO:0003730; GO:0005634; GO:0005737; GO:0006417; GO:0007283; GO:0008315; GO:0008494; GO:0030154; GO:0043204; GO:0045924; GO:0045948; GO:0048137; GO:0070935
TRINITY_GG_20672_c9_g1_i1.p1,GO:0003723; GO:0003729; GO:0005634; GO:0005643; GO:0005737; GO:0006405; GO:0006406; GO:0010494; GO:0015031; GO:0016607; GO:0016973; GO:0042272; GO:0042405
TRINITY_GG_18213_c14_g1_i5.p1,GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0006397; GO:0008380; GO:0043484; GO:1990904
TRINITY_GG_16739_c4_g1_i1.p1,GO:0003723; GO:0003729; GO:0005634; GO:0005737; GO:0005829; GO:0005844; GO:0005886; GO:0006869; GO:0008203; GO:0008289; GO:0034364; GO:0045296
TRINITY_GG_19696_c27_g1_i1.p1,GO:0003723; GO:0003729; GO:0005634; GO:0005737; GO:0005844; GO:0006396; GO:0017022; GO:0032967; GO:0035613; GO:0045727; GO:0048027; GO:1902416; GO:1990825; GO:1990904
TRINITY_GG_7466_c22_g1_i3.p1,GO:0003723; GO:0003729; GO:0005634; GO:0006397; GO:0010628; GO:0046833; GO:0046872; GO:0051028; GO:1900364
TRINITY_GG_18650_c7_g1_i11.p2,GO:0003723; GO:0003729; GO:0005654; GO:0005847; GO:0006378; GO:0016604; GO:0071920; GO:0098789; GO:1990090
TRINITY_GG_16850_c54_g1_i1.p2,GO:0003723; GO:0003730; GO:0004652; GO:0005524; GO:0005730; GO:0006378; GO:0008270; GO:0016180; GO:0016607; GO:0016779; GO:0031123; GO:0050265; GO:0098789; GO:1990817
TRINITY_GG_12345_c2_g1_i2.p1,GO:0003723; GO:0003730; GO:0005829; GO:0010494; GO:0017148; GO:0030308; GO:0045727
TRINITY_GG_9533_c15_g1_i5.p1,GO:0003723; GO:0003735; GO:0005654; GO:0005762; GO:0032543
TRINITY_GG_6805_c10_g1_i1.p1,GO:0003723; GO:0003735; GO:0005730; GO:0005739; GO:0005743; GO:0005763; GO:0015935; GO:0032543
TRINITY_GG_23101_c13_g1_i1.p1,GO:0003723; GO:0003735; GO:0005730; GO:0005739; GO:0005743; GO:0005763; GO:0019904; GO:0032543
TRINITY_GG_7542_c42_g1_i1.p1,GO:0003723; GO:0003735; GO:0005737; GO:0006412; GO:0015935
TRINITY_GG_25759_c0_g1_i1.p1,GO:0003723; GO:0003735; GO:0005739; GO:0005743; GO:0005761; GO:0005762; GO:0006412; GO:0032543
TRINITY_GG_19351_c30_g1_i1.p1,GO:0003723; GO:0003735; GO:0005739; GO:0005743; GO:0005762; GO:0006412; GO:0032543
TRINITY_GG_23007_c1_g1_i1.p2,GO:0003723; GO:0003735; GO:0005739; GO:0005743; GO:0005762; GO:0032543
TRINITY_GG_7737_c3_g1_i1.p1,GO:0003723; GO:0003735; GO:0005739; GO:0005762; GO:0006412; GO:0032543
TRINITY_GG_14384_c11_g1_i2.p1,GO:0003723; GO:0003735; GO:0005743; GO:0005763; GO:0006412; GO:0032543
TRINITY_GG_10590_c27_g1_i1.p1,GO:0003723; GO:0003735; GO:0005743; GO:0005763; GO:0032543
TRINITY_GG_13477_c10_g1_i1.p1,GO:0003723; GO:0003735; GO:0006412; GO:0015934
TRINITY_GG_6264_c14_g1_i1.p1,GO:0003723; GO:0003735; GO:0006412; GO:0015934
TRINITY_GG_13937_c5_g1_i1.p1,GO:0003723; GO:0003735; GO:0006412; GO:0015935
TRINITY_GG_21177_c8_g1_i4.p1,GO:0003723; GO:0003743; GO:0003924; GO:0005525; GO:0005654; GO:0005737; GO:0005739; GO:0006413; GO:0006446; GO:0008135; GO:0032790; GO:0043024; GO:0070124
TRINITY_GG_13637_c13_g1_i1.p1,GO:0003723; GO:0003743; GO:0003924; GO:0005525; GO:0005737; GO:0005739; GO:0005829; GO:0006413; GO:0006446; GO:0046872
TRINITY_GG_10323_c45_g1_i1.p2,GO:0003723; GO:0003743; GO:0005634
TRINITY_GG_18748_c7_g1_i1.p1,GO:0003723; GO:0003743; GO:0005737; GO:0005829; GO:0006413; GO:0008135
TRINITY_GG_22868_c0_g1_i1.p1,GO:0003723; GO:0003743; GO:0005737; GO:0008190; GO:0034518; GO:0036099; GO:0045727; GO:1901190
TRINITY_GG_6517_c4_g1_i1.p1,GO:0003723; GO:0003743; GO:0016282; GO:0043024
TRINITY_GG_10503_c5_g1_i2.p1,GO:0003723; GO:0003746; GO:0005737; GO:0043022; GO:0045901; GO:0045905
TRINITY_GG_24208_c26_g1_i2.p1,GO:0003723; GO:0003756; GO:0003954; GO:0005615; GO:0005886; GO:0007624; GO:0009897; GO:0015035
TRINITY_GG_7558_c19_g1_i2.p1,GO:0003723; GO:0003924; GO:0005047; GO:0005525; GO:0005785; GO:0005789; GO:0006605; GO:0006614; GO:0007409; GO:0012505; GO:0016020; GO:0045047; GO:0050708
TRINITY_GG_9614_c21_g1_i1.p1,GO:0003723; GO:0003924; GO:0005525; GO:0005634; GO:0005730; GO:0007049; GO:0042273; GO:0051301
TRINITY_GG_20254_c7_g1_i1.p2,GO:0003723; GO:0003985; GO:0003986; GO:0003988; GO:0005739; GO:0005759; GO:0006635; GO:0006695; GO:0016290; GO:0047617; GO:0071456; GO:0102991; GO:1901029; GO:1902109
TRINITY_GG_4408_c4_g1_i2.p1,GO:0003723; GO:0003994; GO:0005737; GO:0005739; GO:0005783; GO:0005794; GO:0005829; GO:0006099; GO:0006101; GO:0006417; GO:0006879; GO:0009791; GO:0010040; GO:0010468; GO:0030350; GO:0043231; GO:0046872; GO:0047780; GO:0048027; GO:0050892; GO:0051536; GO:0051538; GO:0051539
TRINITY_GG_962_c5_g1_i1.p1,GO:0003723; GO:0004386; GO:0005524; GO:0006396; GO:0008174; GO:0016020; GO:0016787; GO:0044167
TRINITY_GG_6925_c24_g1_i1.p1,GO:0003723; GO:0004438; GO:0004439; GO:0005829; GO:0005874; GO:0006661; GO:0006836; GO:0007420; GO:0007612; GO:0008022; GO:0012506; GO:0014015; GO:0016082; GO:0016191; GO:0017124; GO:0030117; GO:0030132; GO:0032526; GO:0034097; GO:0034595; GO:0034596; GO:0043195; GO:0043647; GO:0043812; GO:0043813; GO:0044877; GO:0046488; GO:0046855; GO:0046856; GO:0048260; GO:0048471; GO:0048488; GO:0048489; GO:0052629; GO:0052658; GO:0061024; GO:0097060; GO:0098688; GO:0098793; GO:1904980; GO:1990175
TRINITY_GG_15643_c16_g1_i2.p1,GO:0003723; GO:0004482; GO:0005634; GO:0005845; GO:0006370
TRINITY_GG_22361_c26_g1_i1.p1,GO:0003723; GO:0004518; GO:0004519; GO:0005634; GO:0005737; GO:0005829; GO:0006402; GO:0007283; GO:0010529; GO:0016442; GO:0031047
TRINITY_GG_17606_c6_g1_i1.p1,GO:0003723; GO:0004521; GO:0004540; GO:0005576; GO:0005615; GO:0005758; GO:0005764; GO:0005788; GO:0006401; GO:0033897; GO:0043202; GO:0045087
TRINITY_GG_14854_c6_g1_i1.p1,GO:0003723; GO:0004521; GO:0005576; GO:0016829; GO:0046872; GO:0090502
TRINITY_GG_19361_c1_g1_i1.p1,GO:0003723; GO:0004521; GO:0005847; GO:0006378; GO:0006398; GO:0008409; GO:0046872
TRINITY_GG_12541_c13_g1_i1.p1,GO:0003723; GO:0004521; GO:0005847; GO:0008270; GO:0098789
TRINITY_GG_19851_c0_g1_i1.p1,GO:0003723; GO:0004523; GO:0006298; GO:0032299; GO:0043137; GO:0046872
TRINITY_GG_10070_c28_g1_i5.p1,GO:0003723; GO:0004527; GO:0005634; GO:0005730
TRINITY_GG_16591_c13_g1_i1.p1,GO:0003723; GO:0004620; GO:0005737; GO:0005783; GO:0005793; GO:0005794; GO:0005829; GO:0006886; GO:0006888; GO:0007030; GO:0012507; GO:0030134; GO:0043231; GO:0046872
TRINITY_GG_13447_c2_g1_i1.p1,GO:0003723; GO:0004652; GO:0005524; GO:0005654; GO:0005737; GO:0005829; GO:0006378; GO:0007616; GO:0016779; GO:0031123; GO:0043005; GO:0043631; GO:0046872
TRINITY_GG_24207_c1_g1_i1.p1,GO:0003723; GO:0004815; GO:0005524; GO:0005829; GO:0006422; GO:0017101; GO:0031090
TRINITY_GG_9317_c6_g1_i2.p1,GO:0003723; GO:0004818; GO:0004827; GO:0005524; GO:0005737; GO:0006424; GO:0006433; GO:0017101; GO:0046872
TRINITY_GG_12991_c2_g1_i1.p1,GO:0003723; GO:0004826; GO:0006432
TRINITY_GG_13324_c14_g1_i1.p1,GO:0003723; GO:0004831; GO:0005524; GO:0005739; GO:0005759; GO:0005829; GO:0006437; GO:0043039; GO:0070184
TRINITY_GG_13651_c24_g1_i1.p1,GO:0003723; GO:0004839; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0006511; GO:0006974; GO:0016567; GO:0032446; GO:0070062
TRINITY_GG_21226_c7_g1_i3.p1,GO:0003723; GO:0004842; GO:0004869; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006513; GO:0016604; GO:0030513; GO:0042147; GO:0043066; GO:0061630; GO:0061631; GO:0070534
TRINITY_GG_14907_c31_g1_i2.p1,GO:0003723; GO:0005524; GO:0005634; GO:0005654; GO:0005697; GO:0005730; GO:0006364; GO:0016020; GO:0016887; GO:0032092; GO:0042254; GO:0042273; GO:0051973; GO:1904749; GO:1990275
TRINITY_GG_15503_c47_g1_i2.p1,GO:0003723; GO:0005524; GO:0005634; GO:0005783; GO:0007286; GO:0008186; GO:0016887; GO:0034458; GO:0034612; GO:0035770; GO:0044829; GO:0048471; GO:0048599; GO:0051321; GO:0051729; GO:0070063; GO:0070555; GO:1990247
TRINITY_GG_16155_c1_g1_i1.p1,GO:0003723; GO:0005524; GO:0005654; GO:0005739; GO:0005743; GO:0005758; GO:0005759; GO:0006457; GO:0009386; GO:0016887; GO:0019901; GO:0051082; GO:0071944; GO:1901856; GO:1903751
TRINITY_GG_10450_c5_g1_i2.p1,GO:0003723; GO:0005576; GO:0005634; GO:0005635; GO:0005643; GO:0005654; GO:0005737; GO:0005829; GO:0006404; GO:0006606; GO:0006607; GO:0006610; GO:0007079; GO:0007080; GO:0008139; GO:0008270; GO:0010494; GO:0016020; GO:0019899; GO:0019904; GO:0030953; GO:0031267; GO:0031291; GO:0031965; GO:0035580; GO:0040001; GO:0042564; GO:0045184; GO:0051879; GO:0061608; GO:0061676; GO:0070062; GO:0071782; GO:0090307; GO:1904813
TRINITY_GG_24066_c2_g1_i1.p1,GO:0003723; GO:0005576; GO:0005829; GO:0005886; GO:0007165; GO:1904813
TRINITY_GG_10417_c31_g2_i1.p1,GO:0003723; GO:0005634
TRINITY_GG_15756_c12_g1_i2.p1,GO:0003723; GO:0005634
TRINITY_GG_23545_c0_g1_i1.p1,GO:0003723; GO:0005634; GO:0005643; GO:0005654; GO:0005737; GO:0006406; GO:0007283; GO:0016973; GO:0031965; GO:0034399; GO:0043021; GO:0045944; GO:0048477; GO:0070390
TRINITY_GG_1439_c66_g1_i3.p1,GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0006357; GO:0016604; GO:0042802; GO:0043231; GO:0043565; GO:0050684; GO:0060008; GO:0060765
TRINITY_GG_14745_c7_g1_i1.p1,GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0007399; GO:0030154; GO:0042802; GO:1990904
TRINITY_GG_9371_c30_g1_i3.p1,GO:0003723; GO:0005634; GO:0005654; GO:0006396
TRINITY_GG_16418_c18_g1_i1.p1,GO:0003723; GO:0005634; GO:0005654; GO:0006396; GO:0009615; GO:0019899
TRINITY_GG_17493_c3_g2_i1.p1,GO:0003723; GO:0005634; GO:0005654; GO:0030374; GO:0045944; GO:0051091
TRINITY_GG_11250_c8_g1_i1.p1,GO:0003723; GO:0005634; GO:0005667; GO:0006281; GO:0006355; GO:0016607; GO:0031594; GO:1990391
TRINITY_GG_14027_c9_g1_i1.p1,GO:0003723; GO:0005634; GO:0005681; GO:0005737; GO:0016020; GO:0016607; GO:0017134; GO:0043066; GO:0044346; GO:2000270
TRINITY_GG_12842_c4_g1_i1.p1,GO:0003723; GO:0005634; GO:0005730; GO:0005829; GO:0006364; GO:0032040; GO:0051059
TRINITY_GG_7587_c9_g2_i1.p1,GO:0003723; GO:0005634; GO:0005737; GO:0005819; GO:0006351; GO:0046872; GO:0097190
TRINITY_GG_21026_c21_g1_i1.p1,GO:0003723; GO:0005634; GO:0005737; GO:0005829; GO:0006915; GO:0030509; GO:0034393; GO:0043066; GO:0043508; GO:0045892; GO:0050729; GO:0051246; GO:0060940; GO:0071222; GO:1900016; GO:1901224; GO:1904706; GO:1904761; GO:1905064; GO:1905461; GO:2000353
TRINITY_GG_10812_c14_g1_i5.p1,GO:0003723; GO:0005634; GO:0005737; GO:0005856; GO:0006406
TRINITY_GG_21835_c12_g1_i10.p1,GO:0003723; GO:0005634; GO:0005737; GO:0006376
TRINITY_GG_20750_c3_g1_i1.p1,GO:0003723; GO:0005634; GO:0005737; GO:0006388; GO:0006479; GO:0008276; GO:0008284; GO:0010628; GO:0032418; GO:0072669; GO:1900029
TRINITY_GG_10620_c2_g1_i20.p1,GO:0003723; GO:0005634; GO:0005737; GO:0006397; GO:0008380
TRINITY_GG_5495_c5_g1_i3.p1,GO:0003723; GO:0005634; GO:0005737; GO:0006406; GO:0016607
TRINITY_GG_24817_c61_g1_i1.p1,GO:0003723; GO:0005634; GO:0005737; GO:0006408; GO:0015031
TRINITY_GG_19620_c1_g1_i1.p1,GO:0003723; GO:0005634; GO:0005737; GO:0009982; GO:0031119; GO:0106029; GO:1990481
TRINITY_GG_1439_c66_g1_i3.p2,GO:0003723; GO:0005634; GO:0006357; GO:0007586; GO:0043565; GO:0050684
TRINITY_GG_22694_c22_g1_i1.p2,GO:0003723; GO:0005634; GO:0006357; GO:0016423; GO:0030488
TRINITY_GG_15293_c1_g1_i1.p1,GO:0003723; GO:0005634; GO:0045892; GO:0046872
TRINITY_GG_7097_c3_g1_i4.p2,GO:0003723; GO:0005654; GO:0005681; GO:0006397; GO:0008380
TRINITY_GG_22274_c3_g1_i2.p1,GO:0003723; GO:0005654; GO:0005694; GO:0005730
TRINITY_GG_11695_c16_g1_i1.p1,GO:0003723; GO:0005654; GO:0005730; GO:0005794; GO:0005829; GO:0008270; GO:0008631; GO:0030687; GO:0033674; GO:0042273; GO:0043065; GO:0043410; GO:0046330
TRINITY_GG_14048_c9_g1_i1.p1,GO:0003723; GO:0005654; GO:0005730; GO:0006364
TRINITY_GG_12166_c0_g1_i2.p1,GO:0003723; GO:0005654; GO:0005730; GO:0006364; GO:0007601; GO:0032040; GO:0034388; GO:0050896
TRINITY_GG_7668_c10_g1_i1.p1,GO:0003723; GO:0005654; GO:0005730; GO:0006364; GO:0030515; GO:0031428; GO:0032040; GO:0034511
TRINITY_GG_10180_c7_g1_i1.p1,GO:0003723; GO:0005654; GO:0005730; GO:0006364; GO:1990904
TRINITY_GG_12009_c30_g1_i3.p1,GO:0003723; GO:0005654; GO:0005730; GO:0008270
TRINITY_GG_9606_c5_g1_i1.p1,GO:0003723; GO:0005654; GO:0005730; GO:0030490; GO:0030515; GO:0031965; GO:0032040; GO:0034388
TRINITY_GG_10121_c3_g1_i1.p1,GO:0003723; GO:0005654; GO:0005730; GO:0042255
TRINITY_GG_5369_c0_g1_i1.p1,GO:0003723; GO:0005654; GO:0005730; GO:0042273; GO:0043231
TRINITY_GG_9733_c4_g1_i1.p1,GO:0003723; GO:0005654; GO:0005737; GO:0006396; GO:0006874; GO:0007399; GO:0008285; GO:0016020; GO:0033017; GO:0044325; GO:0048471; GO:0051209; GO:0070886
TRINITY_GG_9181_c59_g1_i2.p1,GO:0003723; GO:0005654; GO:0005737; GO:0006606; GO:0042564; GO:0061015; GO:0061608
TRINITY_GG_17783_c5_g1_i1.p1,GO:0003723; GO:0005654; GO:0005848; GO:0031124
TRINITY_GG_20042_c5_g3_i1.p1,GO:0003723; GO:0005654; GO:0043484; GO:1990904
TRINITY_GG_7777_c1_g1_i2.p1,GO:0003723; GO:0005681; GO:0005730; GO:0006397; GO:0008380
TRINITY_GG_8266_c1_g1_i5.p1,GO:0003723; GO:0005681; GO:0005737; GO:0006397; GO:0006915; GO:0008380; GO:0015030; GO:0016607
TRINITY_GG_13562_c7_g1_i1.p1,GO:0003723; GO:0005730
TRINITY_GG_9419_c2_g1_i4.p1,GO:0003723; GO:0005730
TRINITY_GG_17177_c7_g1_i1.p1,GO:0003723; GO:0005730; GO:0005732; GO:0031118; GO:0048142
TRINITY_GG_21100_c0_g1_i1.p1,GO:0003723; GO:0005730; GO:0005737; GO:0005813; GO:0005929; GO:0006364; GO:0042254; GO:0061523
TRINITY_GG_19037_c16_g1_i3.p2,GO:0003723; GO:0005730; GO:0005737; GO:0005829; GO:0005840; GO:0006457; GO:0008270
TRINITY_GG_15350_c2_g1_i1.p1,GO:0003723; GO:0005730; GO:0006364
TRINITY_GG_17571_c57_g3_i2.p1,GO:0003723; GO:0005730; GO:0006364; GO:0030687; GO:0034399; GO:0042273
TRINITY_GG_10483_c9_g1_i1.p1,GO:0003723; GO:0005737; GO:0005829; GO:0005840; GO:0005844; GO:0006417; GO:0008135; GO:0016020; GO:0019887; GO:0019901; GO:0033674; GO:0034198; GO:0036003; GO:0043022; GO:0045296; GO:1990253
TRINITY_GG_10437_c6_g1_i2.p1,GO:0003723; GO:0005737; GO:0005886
TRINITY_GG_7598_c7_g1_i1.p1,GO:0003723; GO:0005737; GO:0005975; GO:0042127; GO:0042803; GO:0048471
TRINITY_GG_17926_c11_g1_i9.p1,GO:0003723; GO:0005737; GO:0006397; GO:0007409; GO:0008380; GO:0030424; GO:0030425; GO:0030426; GO:0032991; GO:0043204; GO:1990904
TRINITY_GG_11012_c14_g1_i2.p1,GO:0003723; GO:0005737; GO:0006397; GO:0008380; GO:0016607; GO:0030154; GO:0051028
TRINITY_GG_22324_c13_g1_i6.p1,GO:0003723; GO:0005737; GO:0007616; GO:0009994; GO:0010494; GO:0022416; GO:0030833; GO:0032092; GO:0034063; GO:0035770; GO:0042051; GO:0045475; GO:0046959; GO:0048749; GO:0051823; GO:0060965; GO:0062029; GO:0090328; GO:0097167; GO:1901216
TRINITY_GG_14714_c41_g1_i15.p1,GO:0003723; GO:0005737; GO:0045087
TRINITY_GG_7425_c15_g1_i1.p1,GO:0003723; GO:0005739; GO:0005741; GO:0005811; GO:0006915; GO:0008017; GO:0010614; GO:0010738; GO:0016020; GO:0016021; GO:0019901; GO:0019903; GO:0030061; GO:0030346; GO:0031594; GO:0034237; GO:0035308; GO:0042308; GO:0045211; GO:0048487; GO:0060090; GO:0071320; GO:0071375; GO:0140374
TRINITY_GG_21104_c0_g1_i1.p1,GO:0003723; GO:0005739; GO:0005743; GO:0005763; GO:0032543
TRINITY_GG_9137_c9_g1_i1.p2,GO:0003723; GO:0005741; GO:0007283; GO:0016021; GO:0030154; GO:0031047; GO:1990511
TRINITY_GG_7908_c4_g2_i2.p1,GO:0003723; GO:0005783; GO:0019901; GO:0030176; GO:0030968; GO:0031369; GO:0042149; GO:0051219; GO:0071456
TRINITY_GG_24484_c1_g1_i4.p1,GO:0003723; GO:0005829; GO:0006397; GO:0008169; GO:0030697
TRINITY_GG_5849_c0_g1_i1.p1,GO:0003723; GO:0005847; GO:0006378; GO:0006398; GO:0098789
TRINITY_GG_5750_c3_g1_i4.p1,GO:0003723; GO:0006139
TRINITY_GG_14775_c77_g1_i2.p1,GO:0003723; GO:0006364; GO:0006409; GO:0032040; GO:0032545; GO:0034456
TRINITY_GG_5668_c7_g1_i1.p1,GO:0003723; GO:0006397; GO:0008380; GO:0016607
TRINITY_GG_11740_c29_g2_i2.p1,GO:0003723; GO:0006397; GO:0008380; GO:0016607; GO:0032991; GO:0034451; GO:0048024; GO:0050733
TRINITY_GG_10718_c19_g1_i2.p2,GO:0003723; GO:0006400
TRINITY_GG_12519_c16_g1_i1.p2,GO:0003723; GO:0008033; GO:0008251; GO:0046872
TRINITY_GG_7700_c16_g1_i2.p1,GO:0003723; GO:0008408; GO:0008409; GO:0016075; GO:0090503
TRINITY_GG_9841_c8_g1_i1.p1,GO:0003723; GO:0009629; GO:1990904
TRINITY_GG_6364_c0_g1_i1.p1,GO:0003723; GO:0030488; GO:0089715
TRINITY_GG_23052_c1_g2_i1.p2,GO:0003724; GO:0003725; GO:0003968; GO:0004252; GO:0004482; GO:0004483; GO:0005198; GO:0005524; GO:0005576; GO:0006508; GO:0016021; GO:0016887; GO:0019028; GO:0019062; GO:0039502; GO:0039503; GO:0039520; GO:0039563; GO:0039564; GO:0039573; GO:0039654; GO:0039690; GO:0039694; GO:0042025; GO:0044167; GO:0044220; GO:0046718; GO:0046872; GO:0046983; GO:0055036
TRINITY_GG_181_c25_g1_i3.p1,GO:0003724; GO:0005524; GO:0005737; GO:0010526; GO:0016887; GO:0042078; GO:0051321; GO:0070725
TRINITY_GG_9080_c18_g1_i1.p1,GO:0003725; GO:0003735; GO:0004525; GO:0005654; GO:0005739; GO:0005743; GO:0005762; GO:0005886; GO:0006364; GO:0016604; GO:0032543; GO:0070125
TRINITY_GG_10486_c0_g1_i1.p1,GO:0003725; GO:0004860; GO:0005681; GO:0005730; GO:0006397; GO:0006469; GO:0008380; GO:0019901
TRINITY_GG_10598_c7_g1_i4.p1,GO:0003725; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005829; GO:0014069; GO:0016604; GO:0020037; GO:0031053; GO:0042802; GO:0042803; GO:0046872; GO:0070877; GO:0070878; GO:0072091; GO:0140517
TRINITY_GG_18798_c8_g3_i1.p1,GO:0003725; GO:0005737; GO:0006417; GO:0016442; GO:0030422; GO:0031054; GO:0035197; GO:0035198; GO:0042803; GO:0046782; GO:0070578; GO:0070883; GO:1903798
TRINITY_GG_8337_c0_g1_i1.p1,GO:0003725; GO:0005764; GO:0005886; GO:0015485; GO:0016021; GO:0050658; GO:0051033
TRINITY_GG_7807_c6_g1_i10.p1,GO:0003727; GO:0003729; GO:0005737; GO:0005844; GO:0006417; GO:0008266; GO:0048864
TRINITY_GG_5573_c11_g1_i1.p3,GO:0003727; GO:0004521; GO:0005759; GO:0008270; GO:0048856; GO:0090502
TRINITY_GG_7433_c3_g1_i1.p1,GO:0003729; GO:0003735; GO:0005739; GO:0005743; GO:0005761; GO:0005762; GO:0006390; GO:0006412; GO:0032543; GO:0045893
TRINITY_GG_12590_c1_g1_i2.p1,GO:0003729; GO:0003735; GO:0005739; GO:0005762; GO:0005840; GO:0006412; GO:0017148; GO:0032543
TRINITY_GG_14989_c18_g1_i1.p1,GO:0003729; GO:0003743; GO:0005737; GO:0005829; GO:0006446; GO:0008135; GO:0010507; GO:0014069; GO:0016281; GO:0030307; GO:0034645
TRINITY_GG_1439_c62_g1_i1.p2,GO:0003729; GO:0005634; GO:0005737; GO:0005739; GO:0005783; GO:0005886; GO:0006281; GO:0006508; GO:0006517; GO:0006914; GO:0006954; GO:0006979; GO:0007338; GO:0008233; GO:0016684; GO:0030073; GO:0034599; GO:0042593; GO:0042803; GO:0043523; GO:0045121; GO:0046295; GO:0050821; GO:0060548; GO:0070301; GO:0106044; GO:0106045; GO:0106046; GO:1901215; GO:1903189; GO:1903427; GO:1990422; GO:2000277
TRINITY_GG_9600_c5_g1_i4.p1,GO:0003729; GO:0005634; GO:0005737; GO:0005849; GO:0006378; GO:0006397; GO:0010608; GO:0030154; GO:0031439; GO:0035925; GO:0042382; GO:0042802; GO:0051290; GO:0110104; GO:1900365; GO:1990120; GO:2000738; GO:2000975
TRINITY_GG_6862_c0_g1_i2.p1,GO:0003729; GO:0005634; GO:0005737; GO:0006398; GO:0007076; GO:0035613; GO:0051028; GO:0071204; GO:0071207; GO:1990825
TRINITY_GG_8028_c14_g1_i3.p1,GO:0003729; GO:0005634; GO:0005829; GO:0006376; GO:0006412
TRINITY_GG_8151_c11_g1_i4.p1,GO:0003729; GO:0005634; GO:0005848; GO:0031123; GO:0031124; GO:1903220
TRINITY_GG_19945_c6_g1_i4.p1,GO:0003729; GO:0005634; GO:0006355; GO:0006357; GO:0007173; GO:0007379; GO:0007400; GO:0007403; GO:0007411; GO:0007422; GO:0008586; GO:0035222; GO:0035321; GO:0048106; GO:0048749; GO:0050832; GO:0090263
TRINITY_GG_18306_c4_g1_i3.p1,GO:0003729; GO:0005634; GO:0007268; GO:0022611; GO:0035206; GO:0045202
TRINITY_GG_7466_c20_g1_i1.p1,GO:0003729; GO:0005654; GO:0005737; GO:0005886; GO:0043231
TRINITY_GG_18134_c24_g1_i5.p2,GO:0003729; GO:0005685; GO:0006376; GO:0042802; GO:0045843; GO:0050733; GO:0071004
TRINITY_GG_9004_c17_g1_i1.p1,GO:0003729; GO:0005730; GO:0006417
TRINITY_GG_377_c7_g1_i2.p1,GO:0003729; GO:0005737; GO:0005856; GO:0005886; GO:0046872; GO:0051015; GO:0051017
TRINITY_GG_13855_c2_g1_i6.p1,GO:0003729; GO:0005737; GO:0005938; GO:0007279; GO:0007281; GO:0007315; GO:0007318; GO:0007359; GO:0007616; GO:0007632; GO:0008103; GO:0008542; GO:0019094; GO:0030719; GO:0030866; GO:0034504; GO:0035282; GO:0040040; GO:0043073; GO:0043186; GO:0043488; GO:0045495; GO:0046011; GO:0048477; GO:0061803; GO:1903863
TRINITY_GG_16073_c3_g1_i1.p1,GO:0003729; GO:0005829; GO:0007264; GO:0010494; GO:0034063; GO:0045087; GO:0051028; GO:0051260; GO:0062029; GO:1990904
TRINITY_GG_6264_c4_g1_i1.p1,GO:0003729; GO:0005829; GO:0007281; GO:0008236; GO:0016579; GO:0019099; GO:0032877; GO:0048477; GO:0061060; GO:0070536; GO:0101005; GO:2000738
TRINITY_GG_22838_c13_g1_i2.p1,GO:0003729; GO:0016973; GO:0046872
TRINITY_GG_22562_c10_g1_i2.p1,GO:0003729; GO:0032880; GO:0043005; GO:0043025; GO:0043204
TRINITY_GG_20517_c12_g1_i1.p1,GO:0003730; GO:0004300; GO:0004490; GO:0005739; GO:0005759; GO:0006552; GO:0006635; GO:0050011
TRINITY_GG_18572_c34_g1_i1.p1,GO:0003730; GO:0005524; GO:0005813; GO:0005829; GO:0005832; GO:0005874; GO:0006457; GO:0007339; GO:0009615; GO:0016887; GO:0031681; GO:0032212; GO:0044183; GO:0044297; GO:0048027; GO:0048487; GO:0050821; GO:0051082; GO:0061077; GO:0070062; GO:0140662; GO:1901998; GO:1904851; GO:1904871; GO:1904874
TRINITY_GG_16263_c7_g1_i1.p1,GO:0003730; GO:0005634; GO:0005737; GO:0008285; GO:0045930; GO:0160021
TRINITY_GG_21654_c5_g1_i1.p1,GO:0003730; GO:0005737; GO:0005829; GO:0006417; GO:0007400; GO:0007402; GO:0007405; GO:0007406; GO:0007419; GO:0007420; GO:0008270; GO:0008285; GO:0008356; GO:0008582; GO:0009303; GO:0010629; GO:0014016; GO:0014019; GO:0017148; GO:0030182; GO:0030371; GO:0035282; GO:0043025; GO:0045179; GO:0045180; GO:0045182; GO:0048477; GO:0050767; GO:0055060; GO:0099738; GO:1900242; GO:1902692
TRINITY_GG_14129_c1_g1_i1.p1,GO:0003730; GO:0005737; GO:0043488; GO:0048813
TRINITY_GG_7264_c0_g1_i1.p1,GO:0003735; GO:0003743; GO:0005762; GO:0032543
TRINITY_GG_9146_c19_g1_i1.p3,GO:0003735; GO:0005615; GO:0005739; GO:0005743; GO:0005761; GO:0005762; GO:0006412; GO:0008097; GO:0032543; GO:0035928
TRINITY_GG_19900_c13_g1_i1.p1,GO:0003735; GO:0005634; GO:0005737; GO:0005840; GO:0006412; GO:0008097
