transcript,Gene Ontology IDs
TRINITY_GG_19989_c15_g1_i1.p2,GO:0000209; GO:0001934; GO:0005634; GO:0005829; GO:0005886; GO:0006915; GO:0007032; GO:0007040; GO:0008333; GO:0015031; GO:0032092; GO:0045022; GO:0061631; GO:0070695; GO:1905719
TRINITY_GG_13965_c1_g1_i2.p1,GO:0000209; GO:0001965; GO:0005737; GO:0008022; GO:0010595; GO:0010632; GO:0016020; GO:0019901; GO:0031435; GO:0031666; GO:0032991; GO:0043507; GO:0045766; GO:0060090; GO:1900044; GO:1900745; GO:1901224; GO:1902498
TRINITY_GG_25204_c5_g2_i1.p1,GO:0000209; GO:0002092; GO:0004842; GO:0005112; GO:0005737; GO:0005886; GO:0007219; GO:0007411; GO:0007528; GO:0008586; GO:0016199; GO:0016567; GO:0017022; GO:0019871; GO:0019904; GO:0031623; GO:0043161; GO:0045732; GO:0045746; GO:0045807; GO:0045879; GO:0048814; GO:0051965; GO:0061630; GO:0071212; GO:1905062; GO:1905306; GO:2000650
TRINITY_GG_9527_c15_g1_i2.p1,GO:0000209; GO:0002225; GO:0004842; GO:0005829; GO:0008063; GO:0009898; GO:0019207; GO:0045087; GO:0045751; GO:0045752; GO:0061630; GO:0070936; GO:1900425; GO:1905035
TRINITY_GG_8151_c15_g1_i1.p1,GO:0000209; GO:0002250; GO:0002495; GO:0004842; GO:0005737; GO:0005764; GO:0005765; GO:0005768; GO:0006955; GO:0008270; GO:0016021; GO:0016567; GO:0031901; GO:0031902; GO:0042287; GO:0042289; GO:0045347; GO:0061630
TRINITY_GG_10731_c5_g1_i3.p1,GO:0000209; GO:0002376; GO:0004842; GO:0008270; GO:0010286; GO:0036435; GO:0050829; GO:0061059; GO:0061630; GO:0070530; GO:0071797; GO:0097039; GO:1990450
TRINITY_GG_13704_c0_g1_i4.p1,GO:0000209; GO:0002376; GO:0016567; GO:0032814; GO:0036094; GO:0046872; GO:0080008
TRINITY_GG_23450_c1_g1_i1.p1,GO:0000209; GO:0003677; GO:0004842; GO:0005634; GO:0005768; GO:0005886; GO:0007399; GO:0007400; GO:0007422; GO:0007423; GO:0007476; GO:0007498; GO:0007616; GO:0008104; GO:0008356; GO:0016360; GO:0030718; GO:0035204; GO:0045314; GO:0045747; GO:0045807; GO:0046872; GO:0048471; GO:0048749; GO:0061630; GO:1901981
TRINITY_GG_11657_c0_g1_i1.p1,GO:0000209; GO:0003684; GO:0004842; GO:0005634; GO:0005654; GO:0006281; GO:0006289; GO:0006290; GO:0006974; GO:0009411; GO:0030054; GO:0031464; GO:0031465; GO:0032991; GO:0034644; GO:0035518; GO:0044877; GO:0051865; GO:0070914; GO:0080008; GO:0090734
TRINITY_GG_3454_c11_g1_i2.p1,GO:0000209; GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006281; GO:0006974; GO:0008270; GO:0010628; GO:0016567; GO:0019904; GO:0031647; GO:0032700; GO:0032991; GO:0034450; GO:0042307; GO:0043130; GO:0048471; GO:0050847; GO:0061630; GO:0070936; GO:0090263; GO:1901315; GO:2000779; GO:2000780
TRINITY_GG_20040_c12_g1_i1.p1,GO:0000209; GO:0003723; GO:0005829; GO:0016567; GO:0046872; GO:0061630
TRINITY_GG_24474_c57_g1_i2.p1,GO:0000209; GO:0004175; GO:0004177; GO:0004252; GO:0005654; GO:0005737; GO:0005829; GO:0006508; GO:0008240; GO:0016604; GO:0042802; GO:0080144
TRINITY_GG_19948_c11_g1_i1.p1,GO:0000209; GO:0004177; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0008270; GO:0042277; GO:0043171; GO:0070006; GO:0070062; GO:0071456; GO:1903955
TRINITY_GG_17301_c14_g1_i1.p1,GO:0000209; GO:0004842; GO:0005112; GO:0005737; GO:0005938; GO:0006622; GO:0007219; GO:0008586; GO:0008587; GO:0016348; GO:0016567; GO:0019915; GO:0031623; GO:0032880; GO:0035209; GO:0035331; GO:0043161; GO:0045463; GO:0045746; GO:0045879; GO:0048190; GO:0061630
TRINITY_GG_8251_c3_g1_i2.p1,GO:0000209; GO:0004842; GO:0005524; GO:0005634; GO:0005829; GO:0061631; GO:0070936
TRINITY_GG_19948_c22_g1_i2.p2,GO:0000209; GO:0004842; GO:0005524; GO:0005634; GO:0006281; GO:0006513; GO:0006515; GO:0043161; GO:0061631; GO:0071218
TRINITY_GG_6885_c4_g1_i1.p1,GO:0000209; GO:0004842; GO:0005524; GO:0005634; GO:0006511; GO:0043161; GO:0061631; GO:0070936; GO:0070979
TRINITY_GG_9666_c17_g1_i1.p1,GO:0000209; GO:0004842; GO:0005524; GO:0005634; GO:0019915; GO:0061631
TRINITY_GG_6926_c18_g1_i1.p2,GO:0000209; GO:0004842; GO:0005524; GO:0005634; GO:0031625; GO:0043161; GO:0045880; GO:0061631; GO:0070628
TRINITY_GG_18582_c20_g1_i1.p1,GO:0000209; GO:0004842; GO:0005524; GO:0005783; GO:0005811; GO:0005829; GO:0006511; GO:0030433; GO:0035458; GO:0042802; GO:0061631; GO:0070936; GO:1904153
TRINITY_GG_19696_c26_g1_i2.p1,GO:0000209; GO:0004842; GO:0005524; GO:0005829; GO:0006511; GO:0006513; GO:0061631; GO:0070936
TRINITY_GG_15591_c2_g2_i4.p1,GO:0000209; GO:0004842; GO:0005737; GO:0005829; GO:0006511; GO:0006915; GO:0016567; GO:0043066; GO:0043161; GO:0050727; GO:0061630; GO:0070979; GO:1990390
TRINITY_GG_22923_c0_g1_i1.p1,GO:0000209; GO:0004842; GO:0005737; GO:0005829; GO:0006914; GO:0016020; GO:0030163; GO:0045806; GO:0046755; GO:0046872; GO:0051865; GO:0061630; GO:0070086; GO:1904417; GO:2000786
TRINITY_GG_22447_c0_g1_i1.p2,GO:0000209; GO:0004842; GO:0005737; GO:0006281; GO:0006511; GO:0006515; GO:0030018; GO:0034450; GO:0042803; GO:0043161; GO:0045862; GO:0051087; GO:0061630; GO:0071218
TRINITY_GG_15423_c17_g1_i2.p2,GO:0000209; GO:0004842; GO:0008270; GO:0051865; GO:0061630; GO:2000637
TRINITY_GG_18691_c13_g1_i1.p1,GO:0000209; GO:0004842; GO:0016567; GO:0017148; GO:0030371; GO:0043161; GO:0046872; GO:0061630
TRINITY_GG_6794_c1_g1_i1.p1,GO:0000209; GO:0004842; GO:0046872; GO:0061630; GO:0097191
TRINITY_GG_12171_c0_g1_i2.p1,GO:0000209; GO:0005524; GO:0005634; GO:0005789; GO:0007286; GO:0010935; GO:0016021; GO:0018279; GO:0030433; GO:0031625; GO:0032680; GO:0061631; GO:1904153
TRINITY_GG_19904_c35_g1_i4.p5,GO:0000209; GO:0005524; GO:0005634; GO:0005829; GO:0006301; GO:0006979; GO:0007409; GO:0007412; GO:0007625; GO:0007629; GO:0007630; GO:0008594; GO:0010942; GO:0031624; GO:0031625; GO:0035370; GO:0045977; GO:0046330; GO:0048471; GO:0051124; GO:0060074; GO:0061057; GO:0061631; GO:0070534; GO:0072347; GO:1903265
TRINITY_GG_20374_c7_g1_i1.p1,GO:0000209; GO:0005524; GO:0005634; GO:0061631
TRINITY_GG_17713_c9_g1_i2.p1,GO:0000209; GO:0005634; GO:0005635; GO:0005643; GO:0005938; GO:0007278; GO:0007279; GO:0007281; GO:0016480; GO:0031234; GO:0031463; GO:0034399; GO:0043161; GO:0045892; GO:0120177; GO:1990756
TRINITY_GG_11445_c27_g1_i5.p1,GO:0000209; GO:0005634; GO:0005654; GO:0005925; GO:0016604; GO:0031625; GO:0034450; GO:0046872; GO:0061630
TRINITY_GG_8745_c8_g1_i1.p1,GO:0000209; GO:0005634; GO:0005737; GO:0005829; GO:0008013; GO:0019005; GO:0031146; GO:0031467; GO:0031519; GO:0035518; GO:0051457; GO:0097602; GO:1904668; GO:1990444; GO:1990756
TRINITY_GG_1439_c79_g1_i2.p1,GO:0000209; GO:0005634; GO:0008045; GO:0008270; GO:0010259; GO:0030163; GO:0030513; GO:0032991; GO:0035136; GO:0060384; GO:0061061; GO:0061630
TRINITY_GG_7700_c20_g1_i2.p1,GO:0000209; GO:0005654; GO:0005829; GO:0006470; GO:0006511; GO:0007165; GO:0008013; GO:0016055; GO:0016567; GO:0016874; GO:0019005; GO:0031146; GO:0031648; GO:0033598; GO:0042752; GO:0042753; GO:0043122; GO:0043161; GO:0043433; GO:0045309; GO:0045862; GO:0045879; GO:0045892; GO:0045893; GO:0046983; GO:0048511; GO:0051726; GO:0060444; GO:0060828; GO:0061136; GO:0061630; GO:0070936; GO:0071407; GO:1904668; GO:1990756; GO:1990757
TRINITY_GG_10361_c6_g1_i1.p2,GO:0000209; GO:0005654; GO:0006281; GO:0006511; GO:0006974; GO:0008270; GO:0016607; GO:0043161; GO:0045995; GO:0061630; GO:1901315; GO:2000779; GO:2000780
TRINITY_GG_16619_c14_g1_i1.p1,GO:0000209; GO:0005737; GO:0016567; GO:0030071; GO:0043161; GO:0048814; GO:0061630; GO:0072686; GO:2000650
TRINITY_GG_13902_c4_g1_i7.p1,GO:0000209; GO:0005741; GO:0005783; GO:0008270; GO:0016021; GO:0051865; GO:0061630; GO:0090140
TRINITY_GG_7542_c30_g1_i1.p1,GO:0000209; GO:0005783; GO:0005789; GO:0006986; GO:0016021; GO:0030433; GO:0030970; GO:0046872; GO:0061630
TRINITY_GG_5776_c2_g1_i8.p2,GO:0000209; GO:0005929; GO:0019005; GO:1990756
TRINITY_GG_15523_c4_g1_i3.p1,GO:0000209; GO:0006511; GO:0061630
TRINITY_GG_17892_c7_g1_i2.p1,GO:0000209; GO:0032434; GO:0080008
TRINITY_GG_13762_c1_g1_i11.p1,GO:0000210; GO:0005739; GO:0006734; GO:0006742; GO:0035529; GO:0046872
TRINITY_GG_7181_c7_g1_i4.p1,GO:0000212; GO:0000775; GO:0000922; GO:0003774; GO:0003777; GO:0005524; GO:0005813; GO:0005819; GO:0005828; GO:0005871; GO:0005874; GO:0007018; GO:0007019; GO:0007051; GO:0007052; GO:0007057; GO:0007079; GO:0008017; GO:0008574; GO:0016887; GO:0045167; GO:0051296; GO:0051298; GO:0051301; GO:0055028; GO:0061673; GO:0061867; GO:0070462; GO:0072687; GO:0090619; GO:0097431; GO:0098534; GO:1905515
TRINITY_GG_21778_c2_g1_i1.p1,GO:0000212; GO:0000916; GO:0005737; GO:0005794; GO:0005802; GO:0006891; GO:0007110; GO:0007111; GO:0007112; GO:0030008; GO:0036063; GO:0043087; GO:0048137; GO:0048193; GO:1990071
TRINITY_GG_21800_c18_g1_i6.p2,GO:0000212; GO:0001745; GO:0004521; GO:0005634; GO:0005737; GO:0006417; GO:0007141; GO:0007291; GO:0008315; GO:0016441; GO:0030718; GO:0032790; GO:0036098; GO:0046872; GO:0048132; GO:0048137; GO:0051078; GO:0051321; GO:0070481; GO:0070651; GO:0070966; GO:0071025; GO:1990533
TRINITY_GG_9705_c14_g1_i4.p1,GO:0000212; GO:0005737; GO:0005856; GO:0005886; GO:0007098; GO:0007282; GO:0007294; GO:0007411; GO:0007527; GO:0008302; GO:0014069; GO:0016328; GO:0030723; GO:0030724; GO:0035183; GO:0045169; GO:0045170; GO:0045172; GO:0045214; GO:0045478; GO:0048134; GO:0048135; GO:0048477; GO:0051015; GO:0061572; GO:0072499; GO:0098793; GO:0098794
TRINITY_GG_21954_c1_g1_i1.p1,GO:0000213; GO:0000214; GO:0000379; GO:0003676; GO:0005654; GO:0005730; GO:0006397; GO:0016829
TRINITY_GG_21915_c26_g1_i3.p1,GO:0000213; GO:0000214; GO:0000379; GO:0003676; GO:0016829
TRINITY_GG_16850_c52_g1_i1.p3,GO:0000215; GO:0006388; GO:0008033
TRINITY_GG_17481_c37_g1_i3.p1,GO:0000220; GO:0005737; GO:0005794; GO:0005829; GO:0005886; GO:0007035; GO:0008021; GO:0016020; GO:0016241; GO:0016471; GO:0016607; GO:0030285; GO:0030665; GO:0042470; GO:0043229; GO:0043231; GO:0046961; GO:0048471; GO:0051117; GO:0070161; GO:1901998
TRINITY_GG_24408_c8_g1_i1.p1,GO:0000220; GO:0007035; GO:0016021; GO:0033181; GO:0033227; GO:0045169; GO:0046961; GO:1902600
TRINITY_GG_6570_c30_g1_i1.p1,GO:0000221; GO:0005524; GO:0005769; GO:0005829; GO:0005886; GO:0005903; GO:0007035; GO:0033181; GO:0046034; GO:0046961; GO:0048471; GO:1902600
TRINITY_GG_7662_c5_g1_i1.p1,GO:0000221; GO:0033176; GO:0033181; GO:0046961; GO:1902600
TRINITY_GG_9992_c23_g1_i1.p1,GO:0000221; GO:0046961
TRINITY_GG_17041_c7_g1_i1.p1,GO:0000224; GO:0005634; GO:0005737; GO:0005829; GO:0006515; GO:0006516; GO:0006517; GO:0046872
TRINITY_GG_12504_c2_g1_i1.p1,GO:0000225; GO:0005783; GO:0005789; GO:0006506; GO:0016021; GO:0016811
TRINITY_GG_22784_c4_g1_i1.p1,GO:0000226; GO:0000235; GO:0000278; GO:0005200; GO:0005525; GO:0005634; GO:0005737; GO:0005813; GO:0005819; GO:0005874; GO:0007017; GO:0032418; GO:0048471
TRINITY_GG_9863_c18_g1_i3.p2,GO:0000226; GO:0000242; GO:0000281; GO:0001750; GO:0001764; GO:0001843; GO:0001895; GO:0001917; GO:0001947; GO:0003085; GO:0005634; GO:0005813; GO:0005814; GO:0005829; GO:0005929; GO:0007098; GO:0007286; GO:0007601; GO:0007608; GO:0010467; GO:0010629; GO:0015031; GO:0016358; GO:0019216; GO:0021591; GO:0021756; GO:0021766; GO:0021987; GO:0030534; GO:0030674; GO:0030837; GO:0031514; GO:0032391; GO:0032402; GO:0032465; GO:0033365; GO:0034260; GO:0034451; GO:0034452; GO:0034454; GO:0034464; GO:0035176; GO:0035845; GO:0035869; GO:0036064; GO:0038108; GO:0040018; GO:0043014; GO:0045444; GO:0045494; GO:0045724; GO:0046548; GO:0046907; GO:0048487; GO:0048854; GO:0050893; GO:0051457; GO:0051492; GO:0060170; GO:0060271; GO:0060296; GO:0060324; GO:0060613; GO:0061512; GO:0061629; GO:0071539; GO:0097730; GO:1902855; GO:1903546; GO:1905515
TRINITY_GG_291_c2_g1_i2.p1,GO:0000226; GO:0000278; GO:0003729; GO:0005737; GO:0007297; GO:0007319; GO:0008104; GO:0030036; GO:0048477
TRINITY_GG_8341_c17_g1_i1.p1,GO:0000226; GO:0000278; GO:0005096; GO:0005737; GO:0005813; GO:0005874; GO:0005912; GO:0005923; GO:0006457; GO:0007021; GO:0007023; GO:0010812; GO:0016328; GO:0031115; GO:0034333; GO:0048487; GO:0048667; GO:0051087; GO:0070830
TRINITY_GG_9687_c3_g1_i1.p1,GO:0000226; GO:0000278; GO:0005200; GO:0005525; GO:0005654; GO:0005737; GO:0005814; GO:0005829; GO:0005874; GO:0005929; GO:0007017; GO:0030030; GO:0045880
TRINITY_GG_10453_c0_g1_i1.p1,GO:0000226; GO:0000278; GO:0005200; GO:0005525; GO:0005737; GO:0005815; GO:0005874; GO:0007017
TRINITY_GG_11191_c0_g1_i1.p1,GO:0000226; GO:0000278; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017; GO:0007409; GO:0007411; GO:0009416; GO:0030537
TRINITY_GG_10048_c39_g1_i14.p1,GO:0000226; GO:0000287; GO:0000422; GO:0001764; GO:0003723; GO:0004674; GO:0005524; GO:0005654; GO:0005737; GO:0005739; GO:0005884; GO:0005886; GO:0006468; GO:0008289; GO:0010976; GO:0016020; GO:0016055; GO:0016328; GO:0018105; GO:0018107; GO:0030010; GO:0030295; GO:0030425; GO:0032147; GO:0035556; GO:0045197; GO:0045296; GO:0046777; GO:0048156; GO:0050321; GO:0050770; GO:0051493; GO:0051646; GO:0061564; GO:0070507; GO:0071963; GO:0097427; GO:0106310; GO:1904526
TRINITY_GG_5601_c29_g1_i5.p1,GO:0000226; GO:0000287; GO:0003924; GO:0005509; GO:0005525; GO:0005741; GO:0007005; GO:0007264; GO:0010821; GO:0019725; GO:0019896; GO:0031307; GO:0034643; GO:0047497; GO:0048489; GO:0051646; GO:0097345; GO:1904115
TRINITY_GG_5763_c1_g1_i4.p1,GO:0000226; GO:0000287; GO:0004674; GO:0005524; GO:0005654; GO:0005737; GO:0006468; GO:0035556; GO:0050321; GO:0106310; GO:1904263; GO:1904515
TRINITY_GG_1455_c8_g1_i1.p1,GO:0000226; GO:0000335; GO:0000398; GO:0003723; GO:0005634; GO:0005737; GO:0005829; GO:0007315; GO:0007317; GO:0008103; GO:0008104; GO:0008380; GO:0010628; GO:0016325; GO:0035145; GO:0042564; GO:0045451; GO:0045495; GO:0046594; GO:0048477; GO:0051028; GO:0051168; GO:0051170; GO:0071011; GO:0071013; GO:1990501
TRINITY_GG_9474_c2_g1_i2.p2,GO:0000226; GO:0000335; GO:0000398; GO:0003729; GO:0005634; GO:0005737; GO:0005829; GO:0007294; GO:0007310; GO:0007314; GO:0007317; GO:0008380; GO:0035145; GO:0042564; GO:0045451; GO:0046595; GO:0051028; GO:0051168; GO:0051170; GO:0051663; GO:0071013; GO:1990501
TRINITY_GG_7863_c0_g1_i1.p1,GO:0000226; GO:0000785; GO:0000902; GO:0005634; GO:0006338; GO:0006357; GO:0007010; GO:0008284; GO:0009410; GO:0015630; GO:0016514; GO:0030374; GO:0035556; GO:0045596; GO:0045944; GO:0048013; GO:0071564; GO:0097150; GO:0140288; GO:1902459
TRINITY_GG_15656_c7_g1_i1.p1,GO:0000226; GO:0000922; GO:0001578; GO:0005634; GO:0005654; GO:0005737; GO:0005819; GO:0005874; GO:0005886; GO:0008017; GO:0008284; GO:0015630; GO:0019894; GO:0019901; GO:0030496; GO:0032465; GO:0042802; GO:0045171; GO:0051256; GO:0051301; GO:0070938; GO:1990023
TRINITY_GG_9986_c10_g1_i3.p1,GO:0000226; GO:0000922; GO:0004722; GO:0004725; GO:0005654; GO:0005730; GO:0005737; GO:0005813; GO:0005829; GO:0006470; GO:0007049; GO:0007096; GO:0007605; GO:0008138; GO:0016604; GO:0017018; GO:0032426; GO:0032467; GO:0051301; GO:0060091; GO:0060271; GO:0072686; GO:1902636
TRINITY_GG_21750_c1_g1_i1.p1,GO:0000226; GO:0000922; GO:0005737; GO:0005829; GO:0007052; GO:0007091; GO:0008283; GO:0021987; GO:0034451; GO:0043231; GO:0051301; GO:0060236; GO:0072686; GO:1902850
TRINITY_GG_24208_c25_g1_i1.p1,GO:0000226; GO:0001578; GO:0005737; GO:0005856; GO:0008582; GO:0030424; GO:0031594; GO:0032273; GO:0043025; GO:0046785; GO:0070161; GO:0098793
TRINITY_GG_20000_c11_g1_i5.p1,GO:0000226; GO:0001754; GO:0005765; GO:0005868; GO:0005874; GO:0007018; GO:0007051; GO:0007291; GO:0007349; GO:0008088; GO:0010970; GO:0031965; GO:0032991; GO:0034452; GO:0034501; GO:0043005; GO:0045503; GO:0045504; GO:0051642
TRINITY_GG_22973_c8_g1_i2.p1,GO:0000226; GO:0001764; GO:0001895; GO:0005102; GO:0005113; GO:0005119; GO:0005813; GO:0005929; GO:0005930; GO:0007601; GO:0007608; GO:0008104; GO:0008594; GO:0009566; GO:0016358; GO:0021591; GO:0021756; GO:0021766; GO:0021987; GO:0030534; GO:0031514; GO:0034451; GO:0034464; GO:0035721; GO:0036064; GO:0042048; GO:0042445; GO:0043001; GO:0044255; GO:0045444; GO:0045494; GO:0048854; GO:0051216; GO:0051219; GO:0060170; GO:0060271; GO:0060296; GO:0061351; GO:0061512; GO:0061629; GO:1905515
TRINITY_GG_16543_c32_g1_i13.p3,GO:0000226; GO:0001782; GO:0005634; GO:0005737; GO:0005813; GO:0030865; GO:0035303; GO:0043029; GO:0045579; GO:0046872
TRINITY_GG_22299_c5_g1_i1.p1,GO:0000226; GO:0002052; GO:0005737; GO:0005829; GO:0008088; GO:0031670; GO:0035331; GO:0043195; GO:0045886; GO:0046579; GO:0046628; GO:0046872; GO:0048812; GO:0090443
TRINITY_GG_14383_c37_g2_i9.p1,GO:0000226; GO:0003779; GO:0005178; GO:0005198; GO:0005509; GO:0005604; GO:0005634; GO:0005635; GO:0005654; GO:0005737; GO:0005789; GO:0005829; GO:0005882; GO:0005925; GO:0005938; GO:0007010; GO:0007155; GO:0007229; GO:0008017; GO:0008022; GO:0008090; GO:0009611; GO:0009925; GO:0015629; GO:0015630; GO:0016020; GO:0016021; GO:0030011; GO:0030018; GO:0030056; GO:0030424; GO:0031122; GO:0031252; GO:0031410; GO:0031581; GO:0031673; GO:0035371; GO:0042060; GO:0042803; GO:0045104; GO:0045111; GO:0048870; GO:0051010; GO:1904115
TRINITY_GG_9031_c19_g1_i1.p1,GO:0000226; GO:0003779; GO:0005829; GO:0005874; GO:0005875; GO:0007409; GO:0008017; GO:0008088; GO:0008355; GO:0008582; GO:0015630; GO:0016358; GO:0019900; GO:0030424; GO:0030425; GO:0031114; GO:0031594; GO:0043025; GO:0043524; GO:0045202; GO:0048813; GO:0060052; GO:1901215
TRINITY_GG_13603_c1_g2_i3.p1,GO:0000226; GO:0005085; GO:0005925; GO:0007264; GO:0007409; GO:0022027; GO:0030424; GO:0030426; GO:0031175; GO:0031267; GO:0033138; GO:0043005; GO:0043547; GO:0045178; GO:0045200; GO:0050767; GO:0090630; GO:0120163; GO:1904754
TRINITY_GG_7558_c20_g1_i3.p1,GO:0000226; GO:0005102; GO:0005737; GO:0005874; GO:0008017; GO:0008022; GO:0010968; GO:0015631; GO:0031115; GO:0043621; GO:0072686
TRINITY_GG_10908_c14_g1_i15.p1,GO:0000226; GO:0005516; GO:0005813; GO:0005819; GO:0005874; GO:0007026; GO:0007052; GO:0008017; GO:0030496; GO:0030507; GO:0031122; GO:0031175; GO:0035331; GO:0043622; GO:0045167; GO:0051011; GO:0051298; GO:0061802; GO:0061867; GO:0072686; GO:0097575; GO:0120219
TRINITY_GG_16607_c34_g1_i1.p1,GO:0000226; GO:0005524; GO:0005634; GO:0005737; GO:0005765; GO:0005886; GO:0006508; GO:0006511; GO:0007029; GO:0007030; GO:0007040; GO:0007279; GO:0007317; GO:0016320; GO:0016887; GO:0031965; GO:0032436; GO:0035096; GO:0043161; GO:0043186; GO:0043523; GO:0043525; GO:0044754; GO:0045169; GO:0045879; GO:0046598; GO:0046716; GO:0048477; GO:0048813; GO:0061909; GO:0090090; GO:0097212; GO:0097352; GO:0098586
TRINITY_GG_22192_c1_g1_i8.p1,GO:0000226; GO:0005524; GO:0005634; GO:0005813; GO:0005829; GO:0005874; GO:0005886; GO:0005929; GO:0015631; GO:0018095; GO:0046872; GO:0060041; GO:0070740
TRINITY_GG_8603_c13_g1_i5.p1,GO:0000226; GO:0005524; GO:0005737; GO:0005874; GO:0005929; GO:0015631; GO:0018095; GO:0030317; GO:0031514; GO:0036064; GO:0046872; GO:0070740
TRINITY_GG_13619_c7_g1_i2.p1,GO:0000226; GO:0005524; GO:0005829; GO:0005874; GO:0005929; GO:0015631; GO:0018095; GO:0018200; GO:0036064; GO:0046872; GO:0070739; GO:0070740; GO:0097731; GO:0120222
TRINITY_GG_15977_c2_g1_i2.p1,GO:0000226; GO:0005524; GO:0005929; GO:0015631; GO:0018095; GO:0046872; GO:0070740
TRINITY_GG_12835_c3_g1_i11.p1,GO:0000226; GO:0005546; GO:0005547; GO:0005829; GO:0005856; GO:0005886; GO:0005911; GO:0005912; GO:0005923; GO:0005938; GO:0006612; GO:0007049; GO:0007155; GO:0007163; GO:0007205; GO:0007409; GO:0008104; GO:0008356; GO:0010801; GO:0012505; GO:0016324; GO:0022011; GO:0030010; GO:0030054; GO:0031643; GO:0032266; GO:0033269; GO:0035091; GO:0043296; GO:0045197; GO:0051660; GO:0065003; GO:0070160; GO:0070830; GO:0090162; GO:0120157
TRINITY_GG_10480_c1_g1_i2.p1,GO:0000226; GO:0005634; GO:0005737; GO:0005813; GO:0005829; GO:0006457; GO:0030496; GO:0045296
TRINITY_GG_6187_c2_g2_i2.p1,GO:0000226; GO:0005737; GO:0005874; GO:0007605; GO:0008017; GO:0008344; GO:0035011; GO:0035556; GO:0071683
TRINITY_GG_1008_c9_g1_i1.p1,GO:0000226; GO:0005739; GO:0005856; GO:0006839; GO:0019894; GO:0021952; GO:1990535
TRINITY_GG_15145_c10_g1_i1.p1,GO:0000226; GO:0005802; GO:0008021; GO:0009986; GO:0016021; GO:0031201; GO:0035493; GO:0090161
TRINITY_GG_17330_c3_g1_i1.p1,GO:0000226; GO:0005930; GO:0007288; GO:0008233; GO:0030317; GO:0031514; GO:0060271; GO:0060285
TRINITY_GG_9099_c41_g1_i1.p1,GO:0000228; GO:0000278; GO:0000398; GO:0005634; GO:0005654; GO:0005737; GO:0007094; GO:0016607; GO:0034501; GO:0042802; GO:0071005; GO:0097431
TRINITY_GG_12153_c11_g1_i1.p1,GO:0000228; GO:0000278; GO:0000776; GO:0000785; GO:0003677; GO:0003682; GO:0005654; GO:0006338; GO:0006357; GO:0008285; GO:0016363; GO:0016514; GO:0016586; GO:0030071; GO:0045582; GO:0045597; GO:0045663; GO:0070316; GO:2000045; GO:2000781; GO:2000819
TRINITY_GG_15518_c17_g1_i2.p1,GO:0000228; GO:0000287; GO:0001649; GO:0005524; GO:0005634; GO:0005737; GO:0007140; GO:0008568; GO:0010569; GO:0016787; GO:0016887; GO:0033687; GO:0043066; GO:0046034; GO:0048471; GO:0051726; GO:0070062; GO:0071479; GO:2001243
TRINITY_GG_13224_c27_g1_i1.p1,GO:0000228; GO:0000307; GO:0004693; GO:0005524; GO:0005634; GO:0005700; GO:0005703; GO:0006366; GO:0006368; GO:0006468; GO:0008024; GO:0008353; GO:0019908; GO:0030332; GO:0032968; GO:0070816; GO:0106310
TRINITY_GG_15243_c0_g1_i1.p1,GO:0000228; GO:0000706; GO:0000781; GO:0001541; GO:0003677; GO:0003918; GO:0005524; GO:0007130; GO:0007131; GO:0007141; GO:0007283; GO:0007286; GO:0007292; GO:0016787; GO:0034502; GO:0042138; GO:0045141; GO:0046872; GO:0048477; GO:1990918
TRINITY_GG_11198_c20_g1_i3.p1,GO:0000228; GO:0000724; GO:0005654; GO:0006974; GO:0010569; GO:0031334; GO:0070202; GO:0071479; GO:0072711; GO:0072757; GO:2000781
TRINITY_GG_9986_c7_g1_i2.p1,GO:0000228; GO:0000776; GO:0000781; GO:0005654; GO:0005730; GO:0005739; GO:0005819; GO:0007004; GO:0007080; GO:0010521; GO:0010972; GO:0031397; GO:0031647; GO:0032211; GO:0044877; GO:0051974; GO:0070034; GO:0070198; GO:0090069; GO:1902570; GO:1904744; GO:1904751
TRINITY_GG_19170_c6_g1_i4.p1,GO:0000228; GO:0000776; GO:0000785; GO:0003677; GO:0003682; GO:0003713; GO:0003723; GO:0005634; GO:0005654; GO:0006337; GO:0006338; GO:0006357; GO:0008080; GO:0016363; GO:0016514; GO:0016586; GO:0016922; GO:0022008; GO:0030071; GO:0032991; GO:0035060; GO:0045582; GO:0045597; GO:0045663; GO:0045892; GO:0047485; GO:0070316; GO:0071564; GO:0071565; GO:0140092; GO:1902459; GO:2000045; GO:2000781; GO:2000819
TRINITY_GG_16543_c33_g2_i39.p1,GO:0000228; GO:0000785; GO:0000805; GO:0001069; GO:0003678; GO:0003682; GO:0003690; GO:0003723; GO:0003725; GO:0004386; GO:0005524; GO:0005634; GO:0005694; GO:0005700; GO:0005730; GO:0005737; GO:0005829; GO:0007549; GO:0008340; GO:0009047; GO:0016456; GO:0016887; GO:0031453; GO:0032508; GO:0033679; GO:0034458; GO:0043138; GO:0045433; GO:0045944; GO:0048675; GO:0050684; GO:0072487; GO:0106222; GO:1990904; GO:2000373; GO:2000765
TRINITY_GG_21785_c0_g1_i1.p1,GO:0000228; GO:0001752; GO:0005634; GO:0007219; GO:0007424; GO:0010629; GO:0035214; GO:0035220; GO:0045892; GO:0046872; GO:0048737
