transcript,Gene Ontology IDs
TRINITY_GG_9617_c10_g2_i5.p1,GO:0000226; GO:0000242; GO:0000281; GO:0001750; GO:0001764; GO:0001843; GO:0001895; GO:0001917; GO:0001947; GO:0003085; GO:0005634; GO:0005813; GO:0005814; GO:0005829; GO:0005929; GO:0007098; GO:0007286; GO:0007601; GO:0007608; GO:0010467; GO:0010629; GO:0015031; GO:0016358; GO:0019216; GO:0021591; GO:0021756; GO:0021766; GO:0021987; GO:0030534; GO:0030674; GO:0030837; GO:0031514; GO:0032391; GO:0032402; GO:0032465; GO:0033365; GO:0034260; GO:0034451; GO:0034452; GO:0034454; GO:0034464; GO:0035176; GO:0035845; GO:0035869; GO:0036064; GO:0038108; GO:0040018; GO:0043014; GO:0045444; GO:0045494; GO:0045724; GO:0046548; GO:0046907; GO:0048487; GO:0048854; GO:0050893; GO:0051457; GO:0051492; GO:0060170; GO:0060271; GO:0060296; GO:0060324; GO:0060613; GO:0061512; GO:0061629; GO:0071539; GO:0097730; GO:1902855; GO:1903546; GO:1905515
TRINITY_GG_8537_c0_g1_i1.p1,GO:0000226; GO:0002395; GO:0005524; GO:0005576; GO:0005737; GO:0005874; GO:0005929; GO:0007288; GO:0015631; GO:0018095; GO:0021702; GO:0031514; GO:0036064; GO:0046872; GO:0070740; GO:0120197; GO:0120222
TRINITY_GG_14327_c10_g1_i3.p1,GO:0000226; GO:0005524; GO:0005929; GO:0015631; GO:0018095; GO:0046872; GO:0070740
TRINITY_GG_18314_c19_g1_i1.p1,GO:0000226; GO:0005634; GO:0005881; GO:0005930; GO:0036064; GO:0043621; GO:0051301
TRINITY_GG_13930_c6_g1_i3.p1,GO:0000228; GO:0000287; GO:0001649; GO:0005524; GO:0005634; GO:0005737; GO:0007140; GO:0008568; GO:0010569; GO:0016787; GO:0016887; GO:0033687; GO:0043066; GO:0046034; GO:0048471; GO:0051726; GO:0070062; GO:0071479; GO:2001243
TRINITY_GG_12552_c40_g1_i5.p1,GO:0000228; GO:0000307; GO:0004693; GO:0005524; GO:0005634; GO:0005700; GO:0005703; GO:0006366; GO:0006368; GO:0006468; GO:0008024; GO:0008353; GO:0019908; GO:0030332; GO:0032968; GO:0070816; GO:0106310
TRINITY_GG_19128_c14_g1_i2.p1,GO:0000243; GO:0000278; GO:0000387; GO:0000398; GO:0003723; GO:0005634; GO:0005682; GO:0005685; GO:0005686; GO:0005687; GO:0005689; GO:0005829; GO:0007417; GO:0007422; GO:0007517; GO:0030182; GO:0030532; GO:0034715; GO:0034719; GO:0045451; GO:0045495; GO:0048477; GO:0048542; GO:0071011; GO:0071013; GO:0097526
TRINITY_GG_7224_c2_g1_i6.p1,GO:0000243; GO:0000381; GO:0000398; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005681; GO:0008187; GO:0008380; GO:0016607; GO:0030628; GO:0046833; GO:0051168; GO:0071004; GO:0071011; GO:0089701
TRINITY_GG_5510_c23_g1_i2.p5,GO:0000276; GO:0005739; GO:0005753; GO:0015078; GO:0015986; GO:1902600
TRINITY_GG_415_c19_g1_i2.p1,GO:0000278; GO:0000776; GO:0000915; GO:0000922; GO:0000940; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005635; GO:0005737; GO:0005813; GO:0005814; GO:0005819; GO:0005828; GO:0005829; GO:0005874; GO:0006468; GO:0007058; GO:0007098; GO:0007112; GO:0007140; GO:0007143; GO:0007147; GO:0007344; GO:0007406; GO:0007526; GO:0008104; GO:0030496; GO:0030726; GO:0030954; GO:0032465; GO:0035044; GO:0035046; GO:0035050; GO:0048600; GO:0051257; GO:0051315; GO:0106310; GO:1990023
TRINITY_GG_19901_c17_g1_i10.p1,GO:0000278; GO:0000776; GO:0001578; GO:0001726; GO:0005634; GO:0005737; GO:0005813; GO:0005829; GO:0005874; GO:0005882; GO:0008017; GO:0008270; GO:0015630; GO:0015631; GO:0030659; GO:0031116; GO:0031122; GO:0042802; GO:0051010
TRINITY_GG_12917_c5_g1_i2.p1,GO:0000278; GO:0000902; GO:0003779; GO:0004721; GO:0004725; GO:0005737; GO:0005856; GO:0006470; GO:0007097; GO:0007409; GO:0008064; GO:0008138; GO:0010591; GO:0016319; GO:0017018; GO:0030036; GO:0030833; GO:0030837; GO:0045177; GO:0048749; GO:0050770
TRINITY_GG_9613_c22_g1_i1.p1,GO:0000278; GO:0000978; GO:0000981; GO:0001228; GO:0005634; GO:0005654; GO:0006355; GO:0007141; GO:0007283; GO:0010529; GO:0030154; GO:0045944; GO:1990511; GO:1990841
TRINITY_GG_7105_c8_g1_i2.p1,GO:0000278; GO:0005737; GO:0005868; GO:0005874; GO:0007018; GO:0007286; GO:0008090; GO:0008340; GO:0030286; GO:0032991; GO:0042802; GO:0042803; GO:0045505; GO:0051959; GO:0097718; GO:1904115
TRINITY_GG_14327_c11_g1_i2.p1,GO:0000281; GO:0000915; GO:0003383; GO:0003779; GO:0005546; GO:0005737; GO:0005856; GO:0005938; GO:0007015; GO:0007110; GO:0007111; GO:0007279; GO:0007349; GO:0007424; GO:0007435; GO:0007605; GO:0008104; GO:0009306; GO:0012506; GO:0016476; GO:0030018; GO:0030041; GO:0030589; GO:0030838; GO:0031267; GO:0031430; GO:0031532; GO:0032154; GO:0032507; GO:0032991; GO:0035011; GO:0045010; GO:0045177; GO:0045214; GO:0045448; GO:0051225; GO:0051489; GO:0090303; GO:0097320; GO:0106036; GO:0110020
TRINITY_GG_8544_c14_g2_i2.p1,GO:0000281; GO:0001570; GO:0001726; GO:0001784; GO:0001934; GO:0001953; GO:0005096; GO:0005102; GO:0005161; GO:0005829; GO:0005886; GO:0007155; GO:0007162; GO:0007165; GO:0009410; GO:0016020; GO:0030036; GO:0030539; GO:0030833; GO:0030971; GO:0031965; GO:0032868; GO:0036120; GO:0043066; GO:0043422; GO:0043524; GO:0043547; GO:0044325; GO:0044344; GO:0044877; GO:0046326; GO:0046580; GO:0048146; GO:0048514; GO:0050731; GO:0051020; GO:0071364; GO:0090630; GO:1990782
TRINITY_GG_9099_c0_g1_i4.p1,GO:0000281; GO:0019898; GO:0019904; GO:0030496; GO:0031902; GO:0032091; GO:0035091; GO:0042802; GO:0061952
TRINITY_GG_17792_c10_g1_i1.p1,GO:0000287; GO:0003896; GO:0005654; GO:0005658; GO:0006269; GO:0006270; GO:0008270; GO:0016020; GO:0032553
TRINITY_GG_13095_c61_g1_i4.p5,GO:0000287; GO:0004496; GO:0005524; GO:0005737; GO:0016310; GO:0019287
TRINITY_GG_13095_c61_g1_i4.p2,GO:0000287; GO:0004496; GO:0005524; GO:0005777; GO:0005829; GO:0006695; GO:0016310; GO:0019287; GO:0042802; GO:0050728
TRINITY_GG_13936_c4_g1_i2.p1,GO:0000287; GO:0004674; GO:0004707; GO:0005524; GO:0005634; GO:0005737; GO:0006355; GO:0007179; GO:0016055; GO:0018107; GO:0030178; GO:0031625; GO:0035556; GO:0042169; GO:0042501; GO:0046777; GO:0050821; GO:0106310; GO:0140297
TRINITY_GG_13095_c40_g1_i1.p1,GO:0000287; GO:0005524; GO:0016779
TRINITY_GG_21676_c66_g1_i1.p1,GO:0000290; GO:0000932; GO:0003723; GO:0016605; GO:0016607; GO:0033962
TRINITY_GG_17756_c17_g1_i2.p1,GO:0000307; GO:0005634; GO:0006357; GO:0016538; GO:0030295; GO:0043410; GO:1902749
TRINITY_GG_415_c12_g1_i2.p3,GO:0000338; GO:0005737; GO:0008180; GO:0070122; GO:0140492
TRINITY_GG_12515_c14_g1_i2.p2,GO:0000339; GO:0000340; GO:0003723; GO:0003729; GO:0005634; GO:0005737; GO:0005845; GO:0005846; GO:0006370; GO:0006406; GO:0006408; GO:0016607; GO:0034518; GO:0042789; GO:0051607
TRINITY_GG_15583_c14_g1_i1.p2,GO:0000339; GO:0000340; GO:0003723; GO:0003730; GO:0005737; GO:0005829; GO:0005844; GO:0006413; GO:0008190; GO:0008283; GO:0008494; GO:0010494; GO:0010608; GO:0016239; GO:0017148; GO:0031369; GO:0031929; GO:0031931; GO:0038202; GO:0042788; GO:0043024; GO:0045070; GO:0045727; GO:0045947; GO:0045948; GO:0048027; GO:0048255; GO:0072752; GO:1990928
TRINITY_GG_7343_c69_g1_i7.p1,GO:0000339; GO:0003723; GO:0003729; GO:0003743; GO:0005829; GO:0006413; GO:0006446; GO:0008135; GO:0016281
TRINITY_GG_10487_c12_g1_i3.p1,GO:0000340; GO:0000387; GO:0000398; GO:0003723; GO:0003730; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006412; GO:0006417; GO:0016020; GO:0016604; GO:0017069; GO:0030619; GO:0030621; GO:0030622; GO:0032797; GO:0034718; GO:0034719; GO:0043022; GO:0065003; GO:0097504
TRINITY_GG_7918_c3_g1_i1.p1,GO:0000346; GO:0000347; GO:0006406; GO:0031990
TRINITY_GG_8538_c6_g1_i2.p1,GO:0000381; GO:0000398; GO:0001178; GO:0003723; GO:0003729; GO:0005634; GO:0010468; GO:0016607; GO:0031440
TRINITY_GG_13111_c11_g1_i5.p1,GO:0000381; GO:0003729; GO:0005634; GO:0005847; GO:0010508; GO:0043484; GO:0098789; GO:0110104
TRINITY_GG_18089_c25_g1_i7.p1,GO:0000381; GO:0005634; GO:0006397; GO:0007530; GO:0007548; GO:0008380; GO:0030154; GO:0036396; GO:0080009
TRINITY_GG_10015_c26_g1_i1.p2,GO:0000395; GO:0003723; GO:0016607
TRINITY_GG_7185_c16_g1_i1.p1,GO:0000398; GO:0003682; GO:0003712; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005669; GO:0006367; GO:0008344; GO:0008345; GO:0045887; GO:0046872; GO:0048749; GO:0051124; GO:0071013
TRINITY_GG_7921_c14_g1_i7.p2,GO:0000398; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0015030; GO:0016607; GO:0047485; GO:0070742; GO:0071005; GO:0071007; GO:0071013
TRINITY_GG_17309_c4_g1_i3.p1,GO:0000398; GO:0003723; GO:0005654
TRINITY_GG_11037_c18_g1_i1.p1,GO:0000400; GO:0000722; GO:0000724; GO:0005524; GO:0005634; GO:0005654; GO:0005657; GO:0005737; GO:0005739; GO:0005759; GO:0005829; GO:0006281; GO:0008821; GO:0010033; GO:0010824; GO:0033065; GO:0036297; GO:0045003; GO:0048471; GO:0071140; GO:0090267; GO:0090656; GO:0090737; GO:0140664
TRINITY_GG_11836_c25_g1_i3.p1,GO:0000400; GO:0000737; GO:0000738; GO:0004519; GO:0004520; GO:0005634; GO:0005737; GO:0006281; GO:0006302; GO:0008310; GO:0008311; GO:0008821; GO:0017108; GO:0035312; GO:0046872
TRINITY_GG_18391_c23_g1_i4.p2,GO:0000403; GO:0003684; GO:0003697; GO:0005634; GO:0005654; GO:0005657; GO:0005737; GO:0005813; GO:0006281; GO:0006301; GO:0006513; GO:0006974; GO:0016604; GO:0031593; GO:0031625; GO:0035861; GO:0042405; GO:0042802; GO:0044877; GO:0046872; GO:0051865; GO:0051984; GO:0060548; GO:0061630; GO:0097505
TRINITY_GG_9100_c1_g1_i1.p1,GO:0000407; GO:0005634; GO:0016236; GO:0043130; GO:0045087
TRINITY_GG_13111_c11_g1_i5.p2,GO:0000413; GO:0003755; GO:0005528; GO:0005634; GO:0005739; GO:0005829; GO:0005874; GO:0010977; GO:0031072; GO:0031111; GO:0044295; GO:0061077
TRINITY_GG_15290_c22_g1_i1.p1,GO:0000448; GO:0000460; GO:0003723; GO:0005524; GO:0005634; GO:0005730; GO:0006396; GO:0016310; GO:0051731
TRINITY_GG_12515_c14_g1_i2.p1,GO:0000451; GO:0003723; GO:0005739; GO:0005759; GO:0042802; GO:0070039
TRINITY_GG_7185_c39_g1_i1.p1,GO:0000453; GO:0000463; GO:0000466; GO:0001510; GO:0005730; GO:0008173; GO:0008650; GO:0016435; GO:0030687; GO:0030688; GO:0031167; GO:0062105
TRINITY_GG_9102_c16_g1_i1.p1,GO:0000462; GO:0002181; GO:0003723; GO:0003735; GO:0015935; GO:0022626; GO:0022627
TRINITY_GG_7185_c37_g1_i3.p1,GO:0000462; GO:0003723; GO:0003724; GO:0004386; GO:0005524; GO:0005730; GO:0016887; GO:0022414; GO:0051276
TRINITY_GG_19904_c4_g1_i1.p1,GO:0000463; GO:0000466; GO:0003723; GO:0005654; GO:0005730; GO:0030687; GO:0043021; GO:0070545
TRINITY_GG_8197_c29_g1_i1.p1,GO:0000463; GO:0000466; GO:0005654; GO:0005730; GO:0030687; GO:0035206; GO:0043021
TRINITY_GG_9381_c3_g1_i1.p1,GO:0000495; GO:0001522; GO:0003723; GO:0005730; GO:0006364; GO:0007281; GO:0009982; GO:0031118; GO:0031120; GO:0031429; GO:0035220; GO:0042254; GO:1990481
TRINITY_GG_415_c10_g1_i1.p1,GO:0000502; GO:0005634; GO:0005654; GO:0005829; GO:0005838; GO:0008270; GO:0008540; GO:0030234; GO:0034515; GO:0042176; GO:0043161
TRINITY_GG_14525_c3_g1_i1.p1,GO:0000502; GO:0005654; GO:0005829; GO:0005839; GO:0010498; GO:0019773; GO:0043161
TRINITY_GG_19214_c28_g1_i4.p2,GO:0000724; GO:0000785; GO:0004722; GO:0005634; GO:0005654; GO:0005737; GO:0005815; GO:0005829; GO:0005886; GO:0006468; GO:0010569; GO:0017018; GO:0030289; GO:0033128; GO:0046872
TRINITY_GG_12083_c15_g1_i5.p1,GO:0000724; GO:0003677; GO:0003909; GO:0003910; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0006266; GO:0006273; GO:0006287; GO:0006288; GO:0006302; GO:0007005; GO:0007049; GO:0008270; GO:0043504; GO:0051301; GO:0070421; GO:0071897; GO:0090298; GO:0097681
TRINITY_GG_5504_c0_g1_i1.p1,GO:0000727; GO:0000811; GO:0001833; GO:0005634; GO:0005737; GO:0006268; GO:0071162; GO:1900264; GO:1903934
TRINITY_GG_5790_c11_g1_i2.p2,GO:0000727; GO:0000811; GO:0005634; GO:0006268; GO:0071162; GO:1900264; GO:1903934
TRINITY_GG_7098_c5_g1_i6.p1,GO:0000727; GO:0003678; GO:0003697; GO:0005524; GO:0005634; GO:0006260; GO:0006268; GO:0016787; GO:0030174; GO:0030261; GO:0042555; GO:0046872; GO:0051301; GO:0071162; GO:1902975; GO:1905775
TRINITY_GG_10506_c1_g1_i2.p2,GO:0000727; GO:0003682; GO:0003688; GO:0003697; GO:0005634; GO:0006268; GO:0006270; GO:0031261; GO:0031298; GO:0043596; GO:0071162; GO:1902977
TRINITY_GG_18307_c7_g1_i1.p1,GO:0000776; GO:0000779; GO:0000793; GO:0000794; GO:0000796; GO:0005654; GO:0005721; GO:0007076; GO:0010032; GO:0035064; GO:0042393; GO:0042585; GO:0051301; GO:0051307; GO:0051984; GO:1905820; GO:1905821
TRINITY_GG_9275_c4_g1_i1.p2,GO:0000776; GO:0005635; GO:0005643; GO:0005654; GO:0005829; GO:0006913; GO:0007049; GO:0007059; GO:0015031; GO:0016607; GO:0031080; GO:0051028; GO:0051301
TRINITY_GG_2870_c26_g1_i1.p1,GO:0000781; GO:0003677; GO:0003684; GO:0005615; GO:0005634; GO:0005654; GO:0005737; GO:0006281; GO:0006289; GO:0006511; GO:0006915; GO:0006974; GO:0010498; GO:0016055; GO:0016567; GO:0019076; GO:0030674; GO:0031464; GO:0031465; GO:0032991; GO:0034644; GO:0035234; GO:0035518; GO:0035861; GO:0042752; GO:0043066; GO:0043161; GO:0044877; GO:0045070; GO:0045722; GO:0045732; GO:0046726; GO:0048511; GO:0051093; GO:0051702; GO:0070062; GO:0070914; GO:0071987; GO:0080008; GO:0097602; GO:1901990; GO:2000242
TRINITY_GG_15288_c5_g1_i1.p1,GO:0000785; GO:0000922; GO:0005543; GO:0005635; GO:0005737; GO:0005815; GO:0006405; GO:0006606; GO:0017056; GO:0030717; GO:0031490; GO:0044613; GO:0051028; GO:0097240; GO:0097298
TRINITY_GG_17890_c2_g1_i2.p1,GO:0000785; GO:0000978; GO:0000981; GO:0001704; GO:0001937; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0006357; GO:0010595; GO:0010629; GO:0016607; GO:0030182; GO:0035148; GO:0045603; GO:0045892; GO:0045893; GO:0046983; GO:0051450; GO:0060395; GO:0070888; GO:0140297; GO:1902895
TRINITY_GG_8316_c4_g1_i1.p1,GO:0000785; GO:0000978; GO:0000981; GO:0005634; GO:0005667; GO:0005829; GO:0006338; GO:0006357; GO:0009792; GO:0019899; GO:0034514; GO:0044877; GO:0045088; GO:0051087
TRINITY_GG_10021_c1_g2_i1.p2,GO:0000785; GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0030326; GO:0046872; GO:1990837
TRINITY_GG_9612_c3_g1_i6.p2,GO:0000785; GO:0000978; GO:0003677; GO:0003700; GO:0005634; GO:0005700; GO:0006357; GO:0009408; GO:0042742; GO:0042802; GO:0043388; GO:0043565; GO:0045892; GO:0045893; GO:0045944; GO:0050832
TRINITY_GG_5510_c19_g1_i4.p2,GO:0000785; GO:0003682; GO:0005198; GO:0005654; GO:0005703; GO:0005765; GO:0005789; GO:0005815; GO:0006606; GO:0008363; GO:0030127; GO:0031080; GO:0032008; GO:0032527; GO:0034605; GO:0035077; GO:0035293; GO:0035859; GO:0045944; GO:0051028; GO:0060261; GO:0061700; GO:0090114; GO:1904263
TRINITY_GG_6332_c10_g1_i2.p1,GO:0000785; GO:0005634; GO:0005654; GO:0005669; GO:0006282; GO:0006352; GO:0006357; GO:0006367; GO:0006468; GO:0015629; GO:0016251; GO:0033276; GO:0035521; GO:0035522; GO:0042789; GO:0042802; GO:0043966; GO:0045893; GO:0051123; GO:0060261
TRINITY_GG_18281_c12_g1_i4.p1,GO:0000786; GO:0003677; GO:0004402; GO:0006334; GO:0016407; GO:0016573; GO:0043966; GO:0045892; GO:0045893; GO:0046872; GO:0061629; GO:0070776
TRINITY_GG_12083_c18_g1_i1.p1,GO:0000794; GO:0000796; GO:0003682; GO:0005634; GO:0005654; GO:0005694; GO:0005829; GO:0007076; GO:0007143; GO:0010032; GO:0045132; GO:0051301; GO:0051309; GO:0051984; GO:1905820; GO:1905821
TRINITY_GG_5137_c15_g1_i1.p1,GO:0000794; GO:0001700; GO:0003677; GO:0005634; GO:0005700; GO:0006357; GO:0007426; GO:0007435; GO:0009953; GO:0031208; GO:0031507; GO:0031519; GO:0035167; GO:0042803; GO:0045892; GO:0045893; GO:0045944
TRINITY_GG_13934_c0_g1_i5.p1,GO:0000796; GO:0005634; GO:0005829; GO:0007076; GO:0051301
TRINITY_GG_13111_c10_g1_i2.p1,GO:0000811; GO:0003682; GO:0006260; GO:0071162
TRINITY_GG_12738_c27_g1_i1.p2,GO:0000813; GO:0005654; GO:0005813; GO:0005829; GO:0006612; GO:0006623; GO:0010008; GO:0016236; GO:0031902; GO:0036258; GO:0039702; GO:0043162; GO:0043231; GO:0043328; GO:0090148
TRINITY_GG_19214_c28_g1_i4.p3,GO:0000813; GO:0005737; GO:0005768; GO:0005886; GO:0006612; GO:0006623; GO:0010008; GO:0016236; GO:0019076; GO:0030496; GO:0031902; GO:0036258; GO:0039702; GO:0043162; GO:0043328; GO:0048306; GO:0070062; GO:0090148; GO:1903774
TRINITY_GG_12552_c41_g1_i1.p2,GO:0000813; GO:0006914; GO:0016322; GO:0032509; GO:0036257; GO:0043162; GO:0043328; GO:0044877; GO:0097352
TRINITY_GG_14327_c8_g1_i1.p1,GO:0000815; GO:0005771; GO:0006900; GO:0015031; GO:0032509; GO:0032511; GO:0046718
TRINITY_GG_12552_c45_g1_i4.p1,GO:0000828; GO:0000832; GO:0001650; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0006817; GO:0016301; GO:0016310; GO:0030054; GO:0030308; GO:0032958; GO:0043065; GO:0043647; GO:0046854; GO:0097243; GO:1905396
TRINITY_GG_14113_c2_g1_i1.p1,GO:0000836; GO:0016021; GO:0030433
TRINITY_GG_9103_c7_g1_i3.p3,GO:0000900; GO:0003729; GO:0004799; GO:0005542; GO:0005634; GO:0005730; GO:0005737; GO:0005739; GO:0005743; GO:0005759; GO:0005829; GO:0006231; GO:0006235; GO:0006417; GO:0007568; GO:0007623; GO:0009410; GO:0009636; GO:0017148; GO:0019860; GO:0032259; GO:0032570; GO:0033189; GO:0034097; GO:0035999; GO:0042803; GO:0045471; GO:0046683; GO:0048589; GO:0051216; GO:0051384; GO:0051593; GO:0060574; GO:0097421; GO:1901363; GO:1990825
TRINITY_GG_9087_c10_g1_i3.p1,GO:0000900; GO:0005737; GO:0017148; GO:0030371; GO:0045947
TRINITY_GG_6332_c8_g1_i2.p1,GO:0000900; GO:0005829; GO:0010506; GO:0016281; GO:0046716; GO:0070050
TRINITY_GG_7343_c70_g1_i1.p1,GO:0000917; GO:0005737; GO:0006897; GO:0007015; GO:0008093; GO:0008104; GO:0009826; GO:0010591; GO:0014839; GO:0015629; GO:0048741; GO:0051666; GO:0061640; GO:0097320
TRINITY_GG_15706_c5_g1_i1.p1,GO:0000922; GO:0002244; GO:0005654; GO:0005730; GO:0005737; GO:0042256; GO:0043022
TRINITY_GG_9613_c24_g1_i2.p1,GO:0000922; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005815; GO:0005874; GO:0006468; GO:0007346; GO:0018105; GO:0032212; GO:0035865; GO:0046872; GO:0051225; GO:0051973; GO:0106310; GO:1900227; GO:1904355
TRINITY_GG_7103_c40_g1_i8.p1,GO:0000922; GO:0005654; GO:0005680; GO:0005813; GO:0005829; GO:0007064; GO:0008022; GO:0008284; GO:0010997; GO:0016567; GO:0019899; GO:0031145; GO:0031915; GO:0032991; GO:0033597; GO:0040020; GO:0042826; GO:0048471; GO:0050773; GO:0051301; GO:0051444; GO:0090129; GO:0090307; GO:1904668; GO:1905786; GO:1990757
TRINITY_GG_16302_c21_g1_i1.p1,GO:0000932; GO:0001700; GO:0003723; GO:0005654; GO:0005737; GO:0006402; GO:0010629; GO:0016442; GO:0032880; GO:0035195; GO:0035278; GO:0045475; GO:0060213; GO:0061158
TRINITY_GG_10502_c6_g1_i1.p1,GO:0000932; GO:0003723; GO:0003729; GO:0005049; GO:0005634; GO:0005737; GO:0005829; GO:0006412; GO:0006606; GO:0016020; GO:0016605; GO:0016607; GO:0017148; GO:0019827; GO:0019900; GO:0030182; GO:0033962; GO:0035278; GO:0043231; GO:0045665; GO:0048255; GO:0060213; GO:0106289
TRINITY_GG_7187_c6_g1_i1.p1,GO:0000971; GO:0003972; GO:0005525; GO:0005634; GO:0008033; GO:0046872; GO:0072669; GO:2000237
TRINITY_GG_5510_c23_g1_i2.p1,GO:0000976; GO:0000981; GO:0001228; GO:0001742; GO:0001751; GO:0005634; GO:0006357; GO:0007173; GO:0007424; GO:0007427; GO:0007428; GO:0007429; GO:0007455; GO:0007464; GO:0007465; GO:0007476; GO:0007479; GO:0008284; GO:0008340; GO:0008543; GO:0009997; GO:0010628; GO:0016318; GO:0030154; GO:0035154; GO:0035169; GO:0035170; GO:0035225; GO:0042461; GO:0043433; GO:0043565; GO:0043697; GO:0045500; GO:0045664; GO:0045666; GO:0045893; GO:0045944; GO:0048190; GO:0050767; GO:0055001; GO:0060438; GO:0061320; GO:0061331; GO:0090175; GO:1902692; GO:2001234
TRINITY_GG_17153_c22_g1_i2.p1,GO:0000976; GO:0000981; GO:0003677; GO:0005634; GO:0008270; GO:0045893; GO:0045944; GO:0048738
TRINITY_GG_8437_c17_g1_i2.p1,GO:0000976; GO:0005634; GO:0005737; GO:0010626; GO:0031643; GO:0045893; GO:0045944; GO:0046872; GO:0051865; GO:0061630; GO:0098978; GO:0099147; GO:0099527
TRINITY_GG_7415_c3_g1_i1.p1,GO:0000976; GO:0005634; GO:0006349; GO:0006357; GO:0007283; GO:0034773; GO:0036124; GO:0045944; GO:0097368
TRINITY_GG_13352_c0_g1_i1.p1,GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0003677; GO:0005634; GO:0006357; GO:0007403; GO:0007516; GO:0010001; GO:0010468; GO:0010628; GO:0021782; GO:0030182; GO:0031290; GO:0035165; GO:0035289; GO:0042063; GO:0042387; GO:0042690; GO:0045610; GO:0045687; GO:0045893; GO:0045944; GO:0048813; GO:0050764; GO:0060252; GO:0060857
TRINITY_GG_6626_c9_g1_i1.p1,GO:0000977; GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0007298; GO:0045944; GO:1903688
TRINITY_GG_6115_c0_g1_i5.p1,GO:0000977; GO:0000981; GO:0003700; GO:0005634; GO:0006355; GO:0006357; GO:0007444; GO:0010468; GO:0030182; GO:0046872; GO:0048749
TRINITY_GG_14327_c12_g1_i1.p1,GO:0000978; GO:0000981; GO:0000987; GO:0001228; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0006351; GO:0006357; GO:0006979; GO:0007417; GO:0035035; GO:0045893; GO:0045944; GO:0046686; GO:0046872; GO:0071294; GO:1990079; GO:1990837
TRINITY_GG_5923_c12_g1_i3.p2,GO:0000978; GO:0000981; GO:0001216; GO:0003677; GO:0005634; GO:0006355; GO:0046872
TRINITY_GG_12739_c3_g1_i5.p1,GO:0000978; GO:0000981; GO:0002793; GO:0005634; GO:0005737; GO:0006355; GO:0006357; GO:0007419; GO:0030182; GO:0045944; GO:0046887; GO:0046983; GO:0061101
TRINITY_GG_14100_c1_g1_i1.p1,GO:0000978; GO:0000981; GO:0003677; GO:0005634; GO:0006357; GO:0007219; GO:0009952; GO:0046983; GO:0048664; GO:0050767
TRINITY_GG_2533_c24_g1_i1.p1,GO:0000978; GO:0000981; GO:0003700; GO:0005634; GO:0005703; GO:0006357; GO:0006979; GO:0007310; GO:0007317; GO:0007350; GO:0008103; GO:0008340; GO:0008359; GO:0034976; GO:0036335; GO:0045944; GO:0046982; GO:0048813; GO:0051663; GO:0060322; GO:0060465; GO:2000378
TRINITY_GG_10288_c0_g1_i1.p1,GO:0000978; GO:0000981; GO:0005634; GO:0006355; GO:0006357; GO:0007552; GO:0008301; GO:0009653; GO:0016322; GO:0030154; GO:0043565; GO:0048813; GO:1904799; GO:1904801
TRINITY_GG_9612_c4_g1_i3.p1,GO:0000978; GO:0000981; GO:0005634; GO:0006355; GO:0007399; GO:0030154; GO:0046872
TRINITY_GG_15059_c0_g1_i1.p1,GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0030154
TRINITY_GG_5922_c12_g1_i1.p1,GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0043565
TRINITY_GG_7102_c20_g1_i3.p2,GO:0000978; GO:0001228; GO:0001671; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0045892; GO:0045944
TRINITY_GG_22387_c2_g1_i2.p1,GO:0000978; GO:0001228; GO:0003700; GO:0005634; GO:0006355; GO:0006357; GO:0007219; GO:0008285; GO:0014017; GO:0046872; GO:0046974; GO:0048813; GO:0050773
TRINITY_GG_9613_c26_g1_i5.p1,GO:0000978; GO:0003400; GO:0003700; GO:0005085; GO:0005096; GO:0005634; GO:0006888; GO:0009306; GO:0030176; GO:0032527; GO:0045944; GO:0048208; GO:0051020; GO:0070971
TRINITY_GG_7475_c1_g1_i1.p1,GO:0000978; GO:0004879; GO:0005634; GO:0006355; GO:0006357; GO:0007417; GO:0008270; GO:0030154
TRINITY_GG_7212_c2_g1_i4.p1,GO:0000978; GO:0004879; GO:0005634; GO:0006357; GO:0008270; GO:0045892
